"Species","ID","Sp_ID","Date","SD_Depth","Av_Depth","Min_Depth","Max_Depth","SD_Temp","Av_Temp","Min_Temp","Max_Temp","Temp_at_Min_Depth","Temp_at_Max_Depth","Max_PoV_WF","Behav_Class","SST","MPL.Avg.Lat","MPL.Avg.Lon","MPL.Std.Lat","MPL.Std.Lon","Med.Lat","Med.Lon","MPL.Hori_Dist_Degrees","MPL.Hori_Dist_km"
"EEL","17538","EEL17538",2019-12-14,3.04060425943247,2.38321841160606,-0.384212167,11.85447683,0.751472910785525,8.22123611110606,6.2935,8.933733333,6.5536,8.933733333,NA,NA,8.22123611110606,"51.2166666666667","3","0","0","51.2166666666667","3",NA,NA
"EEL","17538","EEL17538",2019-12-15,7.50248111218405,9.05215206492361,-0.1227725,19.45945417,0.0902019219355193,8.83519212962153,8.688,9.047533333,8.828,8.797,NA,NA,8.83519212962153,"51.3499895198542","2.76113987832384","0.16189058914525","0.213973061044073","51.3544092216577","2.77284038968976",0.273549156294085,18.979977771687
"EEL","17538","EEL17538",2019-12-16,7.28497593225982,7.60594710193403,0.490634667,23.87612467,0.0529195826236201,9.00727141203472,8.906,9.180266667,9.032533333,9.016,NA,NA,9.00522337317132,"51.2995057843079","2.58002846560775","0.178890896412755","0.268761627282871","51.280339119153","2.59428624482797",0.18801582744739,13.059725474862
"EEL","17538","EEL17538",2019-12-17,8.23155028560059,9.05386829619792,0.705562833,24.72929917,0.16144212456232,9.24404340279167,9,9.872333333,9.172,9.1,NA,NA,9.23637466125203,"51.2731777314213","2.35147686162806","0.196602987924317","0.312942612164799","51.2664939308944","2.36511915166705",0.230063039296817,15.9895455238303
"EEL","17538","EEL17538",2019-12-18,7.42395862110674,8.23720615744097,0.8732795,25.38642933,0.149909615574754,9.14451076387153,8.7037,9.422,9.0048,9.0692,NA,NA,9.15052605362452,"51.11827472182","2.13639270282145","0.233832564908651","0.349044565622608","51.1127003740176","2.13820445784182",0.265058743966478,18.4839754373132
"EEL","17538","EEL17538",2019-12-19,6.62950913742408,11.1625000370347,1.0045925,22.83463033,0.157883506110698,9.24007627314583,8.953,9.624933333,9.519633333,9.336833333,NA,NA,9.23686185318773,"51.0064877947139","1.83427486073728","0.295557739373568","0.377525837856877","51.0383118936949","1.83398336550329",0.322135852673093,22.5187249965807
"EEL","17538","EEL17538",2019-12-20,2.36636071214656,4.46088419443056,1.2607125,13.25399283,0.0710917452458966,9.20147395834722,9.1,9.375,9.25,9.141,NA,NA,9.20147395834722,"50.7722191265128","1.56925380701749","0.361773789671354","0.380291380102738","50.8362332510941","1.47597028814349",0.353720182934849,24.8516159417615
"EEL","17538","EEL17538",2019-12-21,5.47480941387848,11.5693667315937,1.168571,18.05726,0.167660013979508,9.22824907405903,9.038733333,9.580133333,9.063,9.198866667,NA,NA,9.22824907405903,"50.5101451818047","1.3562819496399","0.373336640148061","0.376270960639025","50.4656832268514","1.35464685103856",0.337697741374923,23.8589567004404
"EEL","17538","EEL17538",2019-12-22,3.5813304337507,6.6232196388125,1.731853333,14.90324,0.105940435664828,9.43884675926042,9.25,9.75,9.422,9.365933333,NA,NA,9.43884675926042,"50.3058034370396","1.11287345326862","0.331497991751128","0.395073447997476","50.250980888721","1.17244552175596",0.31781007655418,22.5511601461128
"EEL","17538","EEL17538",2019-12-23,3.75783290925793,7.91228666673611,1.525455333,18.86684017,0.190589315581061,9.47978333333333,9.266,9.938,9.642,9.451433333,NA,NA,9.47978333333333,"50.1533656006636","0.825941224216315","0.276222363945733","0.415658637612661","50.1122682534478","0.834003948522238",0.324911369496239,23.1290737817767
"EEL","17538","EEL17538",2019-12-24,3.81365174475271,9.74950184263542,3.218397167,20.78911983,0.211972900320267,10.0567173611632,9.641,10.76686667,9.658133333,9.733466667,NA,NA,10.0578436702021,"50.0253516606591","0.496298122142892","0.249678610208988","0.425168829958141","50.0189420772954","0.513392917261754",0.353627125062636,25.2407456107896
"EEL","17538","EEL17538",2019-12-25,7.43168821867617,14.901763314691,2.006072167,30.73205783,0.0868923023260138,9.83555115743056,9.708333333,10.13246667,9.75,10,NA,NA,9.81395316090517,"49.9454004669976","0.160673175962331","0.247670347598738","0.442263977338756","49.943220894271","0.193816608965726",0.345016373331184,24.6672181859533
"EEL","17538","EEL17538",2019-12-26,6.0411195685701,20.0709229349965,2.2053155,29.28716,0.129279874493668,10.0314192130208,9.514466667,10.20406667,9.972,10.094,NA,NA,9.92787948751648,"49.8894327498698","-0.204889440904713","0.247968973764645","0.459466372498758","49.8776358077742","-0.161860763258552",0.369822135912899,26.4715198080846
"EEL","17538","EEL17538",2019-12-27,7.19337938298313,16.9204066296944,2.719676167,34.00329517,0.216606369254248,10.1990621526597,9.656,10.53153333,9.809333333,10.46383333,NA,NA,10.1946237845885,"49.856015050854","-0.574143902222718","0.255776361782067","0.47753846444032","49.8334415132915","-0.544571517977097",0.370763536247513,26.557325967839
"EEL","17538","EEL17538",2019-12-28,6.05756921966877,12.519166944441,2.510871833,25.0478185,0.16943992374241,9.54630439814236,9.359533333,9.922,9.547,9.875533333,NA,NA,9.51122849239004,"49.8371389627477","-0.956629012188207","0.235958341495652","0.490179972294443","49.8132433057908","-0.941120917946527",0.38295060523194,27.4410138442631
"EEL","17538","EEL17538",2019-12-29,12.9709861485054,23.3569608242014,2.474279,46.0448125,0.327787215381743,10.3257531249097,9.741733333,10.75,10.703,10.57386667,NA,NA,10.3857444444762,"49.8217156672083","-1.34837248462546","0.222730646229709","0.489355605646508","49.8154830443292","-1.27018080178809",0.392046969434139,28.1018147068635
