"Species","ID","Sp_ID","Date","SD_Depth","Av_Depth","Min_Depth","Max_Depth","SD_Temp","Av_Temp","Min_Temp","Max_Temp","Temp_at_Min_Depth","Temp_at_Max_Depth","Max_PoV_WF","Behav_Class","SST","MPL.Avg.Lat","MPL.Avg.Lon","MPL.Std.Lat","MPL.Std.Lon","Med.Lat","Med.Lon","MPL.Hori_Dist_Degrees","MPL.Hori_Dist_km"
"EEL","112061","EEL112061",2011-12-23,2.19045767908343,1.381557930875,0,6.1,0.166731186621713,3.48217599852083,3.38,3.87,3.38,3.71,NA,NA,3.48217599852083,"54.4166666666667","8.8","0","0","54.4166666666667","8.8",NA,NA
"EEL","112061","EEL112061",2011-12-24,1.55567074618952,1.39305737776528,0,6.7,0.0973864022063816,3.84100686605556,3.54,4.04,3.9849978,3.596666213,NA,NA,3.84100686605556,"54.5000608305884","8.61089938649144","0.203946909810716","0.140461917112759","54.4720018965981","8.60627395399429",0.206672757289184,13.3304379145498
"EEL","112061","EEL112061",2011-12-25,1.70888842521756,1.99618271110625,0,6.7,0.258862904274776,4.15597524722222,3.71,4.69,3.87,4.128887182,NA,NA,4.15597524722222,"54.5872743187418","8.51844456585685","0.231599423873875","0.146351488690629","54.582377554223","8.53453394262268",0.127098726879763,8.18035216835762
"EEL","112061","EEL112061",2011-12-26,0.887950930093831,0.925347086124444,0,3.3999944,0.311053724582555,5.20307859630556,4.69,5.98999488,4.86,5.51,NA,NA,5.20307859630556,"54.712045888782","8.4363390275653","0.247748222882134","0.17070676015725","54.7044776646836","8.43460943432517",0.149362860539166,9.58378727188739
"EEL","112061","EEL112061",2011-12-27,1.57369131337431,1.93958291107153,0,6.099955201,0.0991198176650261,5.64456813826389,5.51,5.83,5.67,5.51,NA,NA,5.64456813826389,"54.890982910647","8.28933188403142","0.287071120620296","0.193755593052292","54.8980836902012","8.30395780959387",0.23158056490972,14.7934520628081
"EEL","112061","EEL112061",2011-12-28,2.90157960134587,5.19451681703472,0.283358266,10.74166153,0.115919717845821,5.71395052247222,5.51,5.83,5.83,5.83,NA,NA,5.71395052247222,"55.1310805233224","8.02161225236644","0.355833912521911","0.189984900914762","55.1319823290681","8.03223751247295",0.359611825154932,22.8347071472384
"EEL","112061","EEL112061",2011-12-29,3.43287562657877,9.35177436157639,0.841740732,16.5750018,0.0823886400877301,5.87222224888889,5.83,6.15,5.83,5.83,NA,NA,5.87222224888889,"55.3914222126458","7.83111667692537","0.400619618053004","0.200092610955889","55.38140698854","7.83800382928978",0.322593179503821,20.3500108704249
"EEL","112061","EEL112061",2011-12-30,5.07925276159398,11.3772089816597,0,18.36668053,0.249819391959919,6.36037016297222,5.67,6.63,6.07,6.443335467,NA,NA,6.36037016297222,"55.6611445626435","7.71429560419731","0.414529597437284","0.206238195884533","55.6853404012381","7.74691304927008",0.293934191821259,18.4151597896585
"EEL","112061","EEL112061",2011-12-31,4.27391254889451,9.52986013320833,1.3,16.8,0,6.47,6.47,6.47,6.47,6.47,NA,NA,6.47,"55.9091689198301","7.65499238583467","0.427538938677283","0.2250524993449","55.9212877492348","7.68706933696015",0.255015594554517,15.8752813956287
"EEL","112061","EEL112061",2012-01-01,3.49588348607528,15.0558950892292,5.300121595,20.1999776,0.0625563076619534,6.35388901333333,6.31,6.47,6.416667093,6.31,NA,NA,6.3545071684507,"56.1734255947416","7.62615433067416","0.431861317608835","0.251915512302416","56.1720067147618","7.65230795142023",0.265825551181076,16.4350452751103
